,Human Weight,Ball Weight,Number of Points,Minimum Cost - Our Algorithm,Minimum Cost - Shortest Distance,Distance of Path - Our Algorithm,Shortest Distance,Algorithm Path,SD Path,Cost Savings,Time to Calculate (seconds),Point 0,Point 1,Point 2,Point 3,Point 4,Point 5,Point 6,Point 7,Point 8,Point 9,Point 10,Point 11
888,90,45.0,4,4583.188,5172.844,30.715,28.784,"[[0, 0], [9, 9], [6, 10], [0, 3], [2, 0], [0, 0]]","[[0, 0], [2, 0], [9, 9], [6, 10], [0, 3], [0, 0]]",589.657,0.001,"[0, 0]","[9, 9]","[6, 10]","[0, 3]","[2, 0]","[0, 0]",,,,,,
889,130,97.5,8,16183.784,16367.075,37.111,36.757,"[[0, 0], [0, 5], [8, 10], [9, 9], [10, 1], [9, 3], [5, 4], [5, 3], [3, 2], [0, 0]]","[[0, 0], [0, 5], [8, 10], [9, 9], [9, 3], [10, 1], [5, 4], [5, 3], [3, 2], [0, 0]]",183.291,0.9557,"[0, 0]","[0, 5]","[8, 10]","[9, 9]","[10, 1]","[9, 3]","[5, 4]","[5, 3]","[3, 2]","[0, 0]",,
890,100,72.5,4,3996.502,4243.88,20.598,19.895,"[[0, 0], [6, 7], [2, 6], [3, 5], [1, 2], [0, 0]]","[[0, 0], [2, 6], [6, 7], [3, 5], [1, 2], [0, 0]]",247.379,0.024,"[0, 0]","[6, 7]","[2, 6]","[3, 5]","[1, 2]","[0, 0]",,,,,,
891,170,85.0,5,12169.262,12369.148,37.548,33.816,"[[0, 0], [3, 10], [10, 0], [7, 1], [6, 2], [0, 4], [0, 0]]","[[0, 0], [0, 4], [3, 10], [10, 0], [7, 1], [6, 2], [0, 0]]",199.886,0.003,"[0, 0]","[3, 10]","[10, 0]","[7, 1]","[6, 2]","[0, 4]","[0, 0]",,,,,
892,90,37.5,10,7787.924,7787.924,32.945,32.945,"[[0, 0], [0, 6], [3, 5], [3, 7], [8, 10], [8, 7], [8, 5], [6, 3], [6, 1], [2, 0], [0, 0], [0, 0]]","[[0, 0], [0, 6], [3, 5], [3, 7], [8, 10], [8, 7], [8, 5], [6, 3], [6, 1], [2, 0], [0, 0], [0, 0]]",-0.0,129.8524,"[0, 0]","[0, 6]","[3, 5]","[3, 7]","[8, 10]","[8, 7]","[8, 5]","[6, 3]","[6, 1]","[2, 0]","[0, 0]","[0, 0]"
893,100,2.5,10,4281.475,4281.475,38.434,38.434,"[[0, 0], [8, 0], [10, 0], [10, 3], [7, 5], [8, 9], [6, 10], [3, 10], [4, 7], [5, 5], [5, 5], [0, 0]]","[[0, 0], [8, 0], [10, 0], [10, 3], [7, 5], [8, 9], [6, 10], [3, 10], [4, 7], [5, 5], [5, 5], [0, 0]]",-0.0,131.4808,"[0, 0]","[8, 0]","[10, 0]","[10, 3]","[7, 5]","[8, 9]","[6, 10]","[3, 10]","[4, 7]","[5, 5]","[5, 5]","[0, 0]"
894,25,7.5,7,1425.375,1425.375,30.63,30.63,"[[0, 0], [5, 8], [7, 7], [9, 8], [10, 3], [7, 3], [6, 4], [3, 2], [0, 0]]","[[0, 0], [5, 8], [7, 7], [9, 8], [10, 3], [7, 3], [6, 4], [3, 2], [0, 0]]",0.0,1.1433,"[0, 0]","[5, 8]","[7, 7]","[9, 8]","[10, 3]","[7, 3]","[6, 4]","[3, 2]","[0, 0]",,,
895,45,27.5,7,4689.92,4689.92,33.311,33.311,"[[0, 0], [1, 8], [2, 10], [4, 9], [9, 10], [9, 9], [8, 5], [6, 1], [0, 0]]","[[0, 0], [1, 8], [2, 10], [4, 9], [9, 10], [9, 9], [8, 5], [6, 1], [0, 0]]",0.0,0.1045,"[0, 0]","[1, 8]","[2, 10]","[4, 9]","[9, 10]","[9, 9]","[8, 5]","[6, 1]","[0, 0]",,,
896,55,55.0,3,2693.577,2858.394,24.124,24.058,"[[0, 0], [6, 9], [2, 9], [1, 2], [0, 0]]","[[0, 0], [2, 9], [6, 9], [1, 2], [0, 0]]",164.816,0.001,"[0, 0]","[6, 9]","[2, 9]","[1, 2]","[0, 0]",,,,,,,
897,125,67.5,6,8721.376,8928.481,30.625,28.139,"[[0, 0], [7, 8], [9, 9], [10, 6], [7, 4], [3, 1], [1, 3], [0, 0]]","[[0, 0], [1, 3], [7, 8], [9, 9], [10, 6], [7, 4], [3, 1], [0, 0]]",207.105,0.013,"[0, 0]","[7, 8]","[9, 9]","[10, 6]","[7, 4]","[3, 1]","[1, 3]","[0, 0]",,,,
898,135,97.5,8,12928.326,14643.818,31.239,30.599,"[[0, 0], [4, 8], [10, 7], [9, 5], [10, 4], [9, 3], [8, 1], [2, 2], [1, 1], [0, 0]]","[[0, 0], [8, 1], [9, 3], [10, 4], [9, 5], [10, 7], [4, 8], [2, 2], [1, 1], [0, 0]]",1715.491,0.8992,"[0, 0]","[4, 8]","[10, 7]","[9, 5]","[10, 4]","[9, 3]","[8, 1]","[2, 2]","[1, 1]","[0, 0]",,
899,60,75.0,10,13881.103,13881.103,34.485,34.485,"[[0, 0], [3, 4], [0, 10], [1, 10], [1, 10], [6, 10], [8, 7], [7, 6], [8, 4], [7, 2], [3, 1], [0, 0]]","[[0, 0], [3, 4], [0, 10], [1, 10], [1, 10], [6, 10], [8, 7], [7, 6], [8, 4], [7, 2], [3, 1], [0, 0]]",0.0,127.149,"[0, 0]","[3, 4]","[0, 10]","[1, 10]","[1, 10]","[6, 10]","[8, 7]","[7, 6]","[8, 4]","[7, 2]","[3, 1]","[0, 0]"
900,55,70.0,7,6480.566,6480.566,32.882,32.882,"[[0, 0], [10, 3], [9, 9], [8, 10], [0, 6], [0, 4], [0, 3], [0, 0], [0, 0]]","[[0, 0], [10, 3], [9, 9], [8, 10], [0, 6], [0, 4], [0, 3], [0, 0], [0, 0]]",-0.0,1.0831,"[0, 0]","[10, 3]","[9, 9]","[8, 10]","[0, 6]","[0, 4]","[0, 3]","[0, 0]","[0, 0]",,,
901,75,80.0,9,11740.182,11956.989,33.095,32.888,"[[0, 0], [9, 1], [10, 1], [8, 6], [8, 9], [6, 8], [7, 6], [4, 4], [3, 3], [0, 2], [0, 0]]","[[0, 0], [9, 1], [10, 1], [8, 6], [7, 6], [8, 9], [6, 8], [4, 4], [3, 3], [0, 2], [0, 0]]",216.807,10.1252,"[0, 0]","[9, 1]","[10, 1]","[8, 6]","[8, 9]","[6, 8]","[7, 6]","[4, 4]","[3, 3]","[0, 2]","[0, 0]",
902,130,92.5,10,16879.937,16989.074,39.168,35.649,"[[0, 0], [9, 10], [8, 8], [10, 6], [10, 0], [9, 1], [5, 1], [4, 1], [4, 2], [3, 4], [0, 0], [0, 0]]","[[0, 0], [3, 4], [8, 8], [9, 10], [10, 6], [10, 0], [9, 1], [5, 1], [4, 1], [4, 2], [0, 0], [0, 0]]",109.138,131.6327,"[0, 0]","[9, 10]","[8, 8]","[10, 6]","[10, 0]","[9, 1]","[5, 1]","[4, 1]","[4, 2]","[3, 4]","[0, 0]","[0, 0]"
903,195,65.0,5,10523.759,10523.759,34.112,34.112,"[[0, 0], [9, 0], [10, 10], [8, 8], [3, 3], [0, 2], [0, 0]]","[[0, 0], [9, 0], [10, 10], [8, 8], [3, 3], [0, 2], [0, 0]]",-0.0,1.1186,"[0, 0]","[9, 0]","[10, 10]","[8, 8]","[3, 3]","[0, 2]","[0, 0]",,,,,
904,110,2.5,5,3135.385,3135.385,27.529,27.529,"[[0, 0], [7, 0], [4, 9], [2, 4], [3, 3], [1, 1], [0, 0]]","[[0, 0], [7, 0], [4, 9], [2, 4], [3, 3], [1, 1], [0, 0]]",0.0,0.003,"[0, 0]","[7, 0]","[4, 9]","[2, 4]","[3, 3]","[1, 1]","[0, 0]",,,,,
905,95,5.0,5,2807.638,2807.638,26.33,26.33,"[[0, 0], [4, 2], [8, 4], [10, 7], [2, 4], [0, 3], [0, 0]]","[[0, 0], [4, 2], [8, 4], [10, 7], [2, 4], [0, 3], [0, 0]]",0.0,0.003,"[0, 0]","[4, 2]","[8, 4]","[10, 7]","[2, 4]","[0, 3]","[0, 0]",,,,,
906,55,95.0,10,18325.774,18325.774,41.169,41.169,"[[0, 0], [0, 9], [4, 10], [4, 8], [9, 9], [7, 4], [9, 2], [10, 1], [8, 0], [6, 0], [6, 1], [0, 0]]","[[0, 0], [0, 9], [4, 8], [4, 10], [9, 9], [7, 4], [9, 2], [10, 1], [8, 0], [6, 0], [6, 1], [0, 0]]",-0.0,119.4411,"[0, 0]","[0, 9]","[4, 10]","[4, 8]","[9, 9]","[7, 4]","[9, 2]","[10, 1]","[8, 0]","[6, 0]","[6, 1]","[0, 0]"
907,30,75.0,6,6523.946,6846.754,33.615,29.84,"[[0, 0], [10, 10], [8, 8], [5, 8], [4, 6], [5, 3], [1, 4], [0, 0]]","[[0, 0], [5, 3], [8, 8], [10, 10], [5, 8], [4, 6], [1, 4], [0, 0]]",322.807,1.4099,"[0, 0]","[10, 10]","[8, 8]","[5, 8]","[4, 6]","[5, 3]","[1, 4]","[0, 0]",,,,
908,85,17.5,8,5399.365,5488.909,36.828,36.337,"[[0, 0], [9, 3], [9, 4], [10, 9], [6, 9], [3, 5], [3, 5], [0, 8], [0, 5], [0, 0]]","[[0, 0], [0, 5], [0, 8], [6, 9], [10, 9], [9, 4], [9, 3], [3, 5], [3, 5], [0, 0]]",89.544,1.0135,"[0, 0]","[9, 3]","[9, 4]","[10, 9]","[6, 9]","[3, 5]","[3, 5]","[0, 8]","[0, 5]","[0, 0]",,
909,75,35.0,3,3157.435,3206.512,25.537,25.487,"[[0, 0], [3, 9], [8, 6], [7, 6], [0, 0]]","[[0, 0], [3, 9], [7, 6], [8, 6], [0, 0]]",49.077,0.014,"[0, 0]","[3, 9]","[8, 6]","[7, 6]","[0, 0]",,,,,,,
910,55,37.5,8,5484.165,5515.45,34.517,34.311,"[[0, 0], [9, 0], [10, 4], [9, 8], [3, 9], [4, 8], [3, 4], [1, 3], [1, 1], [0, 0]]","[[0, 0], [9, 0], [10, 4], [9, 8], [4, 8], [3, 9], [3, 4], [1, 3], [1, 1], [0, 0]]",31.284,0.9417,"[0, 0]","[9, 0]","[10, 4]","[9, 8]","[3, 9]","[4, 8]","[3, 4]","[1, 3]","[1, 1]","[0, 0]",,
911,150,82.5,8,14065.957,14876.101,37.193,33.604,"[[0, 0], [10, 4], [2, 8], [0, 9], [0, 6], [0, 5], [1, 5], [4, 2], [4, 0], [0, 0]]","[[0, 0], [4, 0], [4, 2], [10, 4], [2, 8], [0, 9], [0, 6], [0, 5], [1, 5], [0, 0]]",810.144,0.9433,"[0, 0]","[10, 4]","[2, 8]","[0, 9]","[0, 6]","[0, 5]","[1, 5]","[4, 2]","[4, 0]","[0, 0]",,
912,140,7.5,8,5278.717,5404.779,32.124,31.848,"[[0, 0], [5, 3], [10, 7], [10, 9], [7, 10], [7, 7], [1, 4], [1, 4], [2, 3], [0, 0]]","[[0, 0], [1, 4], [1, 4], [7, 10], [10, 9], [10, 7], [7, 7], [5, 3], [2, 3], [0, 0]]",126.062,1.0306,"[0, 0]","[5, 3]","[10, 7]","[10, 9]","[7, 10]","[7, 7]","[1, 4]","[1, 4]","[2, 3]","[0, 0]",,
913,40,2.5,6,1333.982,1333.982,28.485,28.485,"[[0, 0], [7, 1], [7, 5], [8, 6], [8, 7], [0, 7], [0, 1], [0, 0]]","[[0, 0], [7, 1], [7, 5], [8, 6], [8, 7], [0, 7], [0, 1], [0, 0]]",0.0,0.0275,"[0, 0]","[7, 1]","[7, 5]","[8, 6]","[8, 7]","[0, 7]","[0, 1]","[0, 0]",,,,
914,125,22.5,8,5782.728,6057.354,28.708,28.56,"[[0, 0], [4, 8], [6, 9], [7, 10], [8, 9], [9, 7], [8, 4], [4, 2], [2, 2], [0, 0]]","[[0, 0], [4, 2], [8, 4], [9, 7], [8, 9], [7, 10], [6, 9], [4, 8], [2, 2], [0, 0]]",274.626,0.9443,"[0, 0]","[4, 8]","[6, 9]","[7, 10]","[8, 9]","[9, 7]","[8, 4]","[4, 2]","[2, 2]","[0, 0]",,
915,145,87.5,5,10596.41,10596.41,32.512,32.512,"[[0, 0], [0, 7], [9, 8], [7, 5], [9, 2], [3, 1], [0, 0]]","[[0, 0], [0, 7], [9, 8], [7, 5], [9, 2], [3, 1], [0, 0]]",-0.0,0.028,"[0, 0]","[0, 7]","[9, 8]","[7, 5]","[9, 2]","[3, 1]","[0, 0]",,,,,
916,140,2.5,6,4790.439,4790.439,32.805,32.805,"[[0, 0], [1, 8], [6, 10], [10, 8], [10, 5], [3, 3], [2, 3], [0, 0]]","[[0, 0], [1, 8], [6, 10], [10, 8], [10, 5], [3, 3], [2, 3], [0, 0]]",0.0,0.0111,"[0, 0]","[1, 8]","[6, 10]","[10, 8]","[10, 5]","[3, 3]","[2, 3]","[0, 0]",,,,
917,35,52.5,3,2035.458,2035.458,23.037,23.037,"[[0, 0], [3, 10], [5, 5], [2, 3], [0, 0]]","[[0, 0], [3, 10], [5, 5], [2, 3], [0, 0]]",-0.0,0.0,"[0, 0]","[3, 10]","[5, 5]","[2, 3]","[0, 0]",,,,,,,
918,105,97.5,3,5731.743,5825.666,25.307,23.858,"[[0, 0], [8, 8], [7, 5], [3, 6], [0, 0]]","[[0, 0], [7, 5], [8, 8], [3, 6], [0, 0]]",93.923,0.0,"[0, 0]","[8, 8]","[7, 5]","[3, 6]","[0, 0]",,,,,,,
919,40,72.5,7,8762.135,8762.135,32.139,32.139,"[[0, 0], [2, 9], [3, 9], [8, 9], [9, 9], [10, 5], [6, 3], [6, 2], [0, 0]]","[[0, 0], [2, 9], [3, 9], [8, 9], [9, 9], [10, 5], [6, 3], [6, 2], [0, 0]]",0.0,0.0985,"[0, 0]","[2, 9]","[3, 9]","[8, 9]","[9, 9]","[10, 5]","[6, 3]","[6, 2]","[0, 0]",,,
920,75,2.5,10,3191.532,3191.532,37.039,37.039,"[[0, 0], [5, 0], [7, 6], [9, 6], [10, 8], [9, 10], [4, 10], [1, 7], [1, 5], [3, 5], [3, 4], [0, 0]]","[[0, 0], [5, 0], [7, 6], [9, 6], [10, 8], [9, 10], [4, 10], [1, 7], [1, 5], [3, 5], [3, 4], [0, 0]]",-0.0,123.336,"[0, 0]","[5, 0]","[7, 6]","[9, 6]","[10, 8]","[9, 10]","[4, 10]","[1, 7]","[1, 5]","[3, 5]","[3, 4]","[0, 0]"
921,125,5.0,5,2908.852,2908.852,21.251,21.251,"[[0, 0], [1, 7], [3, 6], [4, 6], [6, 6], [4, 2], [0, 0]]","[[0, 0], [1, 7], [3, 6], [4, 6], [6, 6], [4, 2], [0, 0]]",0.0,1.5029,"[0, 0]","[1, 7]","[3, 6]","[4, 6]","[6, 6]","[4, 2]","[0, 0]",,,,,
922,175,72.5,10,17173.959,17173.959,34.132,34.132,"[[0, 0], [3, 0], [7, 6], [8, 5], [9, 6], [9, 9], [7, 8], [1, 9], [0, 5], [1, 4], [1, 2], [0, 0]]","[[0, 0], [3, 0], [7, 6], [8, 5], [9, 6], [9, 9], [7, 8], [1, 9], [0, 5], [1, 4], [1, 2], [0, 0]]",0.0,119.4336,"[0, 0]","[3, 0]","[7, 6]","[8, 5]","[9, 6]","[9, 9]","[7, 8]","[1, 9]","[0, 5]","[1, 4]","[1, 2]","[0, 0]"
923,105,55.0,6,8109.606,8109.606,35.527,35.527,"[[0, 0], [3, 9], [9, 10], [8, 2], [6, 0], [5, 2], [5, 3], [0, 0]]","[[0, 0], [3, 9], [9, 10], [8, 2], [6, 0], [5, 2], [5, 3], [0, 0]]",0.0,1.5083,"[0, 0]","[3, 9]","[9, 10]","[8, 2]","[6, 0]","[5, 2]","[5, 3]","[0, 0]",,,,
924,145,7.5,7,5322.8,5322.8,32.028,32.028,"[[0, 0], [8, 0], [4, 5], [6, 8], [5, 9], [3, 9], [3, 6], [0, 4], [0, 0]]","[[0, 0], [8, 0], [4, 5], [6, 8], [5, 9], [3, 9], [3, 6], [0, 4], [0, 0]]",0.0,0.1005,"[0, 0]","[8, 0]","[4, 5]","[6, 8]","[5, 9]","[3, 9]","[3, 6]","[0, 4]","[0, 0]",,,
925,50,5.0,8,2266.922,2266.922,33.044,33.044,"[[0, 0], [1, 3], [6, 4], [4, 8], [8, 7], [10, 6], [9, 2], [7, 0], [1, 0], [0, 0]]","[[0, 0], [1, 3], [6, 4], [4, 8], [8, 7], [10, 6], [9, 2], [7, 0], [1, 0], [0, 0]]",-0.0,0.9023,"[0, 0]","[1, 3]","[6, 4]","[4, 8]","[8, 7]","[10, 6]","[9, 2]","[7, 0]","[1, 0]","[0, 0]",,
926,155,20.0,5,5537.664,5537.664,29.097,29.097,"[[0, 0], [9, 5], [9, 10], [7, 8], [6, 5], [0, 0], [0, 0]]","[[0, 0], [9, 5], [9, 10], [7, 8], [6, 5], [0, 0], [0, 0]]",0.0,0.0225,"[0, 0]","[9, 5]","[9, 10]","[7, 8]","[6, 5]","[0, 0]","[0, 0]",,,,,
927,40,20.0,4,2354.854,2354.854,31.53,31.53,"[[0, 0], [1, 9], [8, 10], [8, 5], [4, 5], [0, 0]]","[[0, 0], [1, 9], [8, 10], [8, 5], [4, 5], [0, 0]]",0.0,0.001,"[0, 0]","[1, 9]","[8, 10]","[8, 5]","[4, 5]","[0, 0]",,,,,,
928,195,32.5,7,9752.995,9865.357,33.712,32.817,"[[0, 0], [2, 8], [7, 5], [8, 3], [10, 4], [10, 0], [7, 1], [0, 1], [0, 0]]","[[0, 0], [7, 1], [10, 0], [10, 4], [8, 3], [7, 5], [2, 8], [0, 1], [0, 0]]",112.362,0.1285,"[0, 0]","[2, 8]","[7, 5]","[8, 3]","[10, 4]","[10, 0]","[7, 1]","[0, 1]","[0, 0]",,,
929,80,50.0,8,7204.784,7204.784,32.569,32.569,"[[0, 0], [0, 9], [2, 9], [8, 4], [9, 1], [6, 2], [5, 2], [4, 1], [3, 2], [0, 0]]","[[0, 0], [0, 9], [2, 9], [8, 4], [9, 1], [6, 2], [5, 2], [4, 1], [3, 2], [0, 0]]",-0.0,0.9107,"[0, 0]","[0, 9]","[2, 9]","[8, 4]","[9, 1]","[6, 2]","[5, 2]","[4, 1]","[3, 2]","[0, 0]",,
930,160,12.5,7,4490.212,4490.212,22.831,22.831,"[[0, 0], [3, 0], [3, 4], [5, 8], [2, 8], [2, 7], [1, 3], [0, 1], [0, 0]]","[[0, 0], [3, 0], [3, 4], [5, 8], [2, 8], [2, 7], [1, 3], [0, 1], [0, 0]]",-0.0,0.1145,"[0, 0]","[3, 0]","[3, 4]","[5, 8]","[2, 8]","[2, 7]","[1, 3]","[0, 1]","[0, 0]",,,
931,85,92.5,3,4012.124,4012.124,19.049,19.049,"[[0, 0], [7, 5], [5, 6], [4, 6], [0, 0]]","[[0, 0], [7, 5], [5, 6], [4, 6], [0, 0]]",-0.0,0.001,"[0, 0]","[7, 5]","[5, 6]","[4, 6]","[0, 0]",,,,,,,
932,185,15.0,3,4991.91,4991.91,24.254,24.254,"[[0, 0], [7, 3], [5, 9], [3, 6], [0, 0]]","[[0, 0], [7, 3], [5, 9], [3, 6], [0, 0]]",-0.0,0.0,"[0, 0]","[7, 3]","[5, 9]","[3, 6]","[0, 0]",,,,,,,
933,100,40.0,3,2920.397,2920.397,21.082,21.082,"[[0, 0], [9, 4], [8, 1], [1, 0], [0, 0]]","[[0, 0], [9, 4], [8, 1], [1, 0], [0, 0]]",-0.0,0.001,"[0, 0]","[9, 4]","[8, 1]","[1, 0]","[0, 0]",,,,,,,
934,185,65.0,3,6134.072,6134.072,24.108,24.108,"[[0, 0], [10, 5], [5, 6], [3, 4], [0, 0]]","[[0, 0], [10, 5], [5, 6], [3, 4], [0, 0]]",0.0,0.0,"[0, 0]","[10, 5]","[5, 6]","[3, 4]","[0, 0]",,,,,,,
935,180,7.5,3,6283.281,6283.281,33.192,33.192,"[[0, 0], [0, 9], [10, 10], [2, 2], [0, 0]]","[[0, 0], [0, 9], [10, 10], [2, 2], [0, 0]]",-0.0,0.0,"[0, 0]","[0, 9]","[10, 10]","[2, 2]","[0, 0]",,,,,,,
936,65,80.0,3,3712.044,3712.044,22.898,22.898,"[[0, 0], [9, 0], [4, 3], [3, 5], [0, 0]]","[[0, 0], [9, 0], [4, 3], [3, 5], [0, 0]]",-0.0,0.0,"[0, 0]","[9, 0]","[4, 3]","[3, 5]","[0, 0]",,,,,,,
937,35,37.5,6,4128.249,4128.249,28.434,28.434,"[[0, 0], [5, 1], [10, 0], [9, 4], [7, 6], [6, 5], [3, 6], [0, 0]]","[[0, 0], [5, 1], [10, 0], [9, 4], [7, 6], [6, 5], [3, 6], [0, 0]]",-0.0,0.011,"[0, 0]","[5, 1]","[10, 0]","[9, 4]","[7, 6]","[6, 5]","[3, 6]","[0, 0]",,,,
938,185,67.5,5,7330.128,7330.128,24.386,24.386,"[[0, 0], [6, 7], [9, 5], [9, 3], [3, 1], [2, 1], [0, 0]]","[[0, 0], [6, 7], [9, 5], [9, 3], [3, 1], [2, 1], [0, 0]]",-0.0,0.002,"[0, 0]","[6, 7]","[9, 5]","[9, 3]","[3, 1]","[2, 1]","[0, 0]",,,,,
939,90,77.5,10,14206.573,14822.267,35.593,34.3,"[[0, 0], [8, 0], [6, 2], [8, 5], [6, 10], [4, 10], [4, 9], [4, 6], [4, 4], [5, 3], [1, 2], [0, 0]]","[[0, 0], [5, 3], [6, 2], [8, 0], [8, 5], [6, 10], [4, 10], [4, 9], [4, 6], [4, 4], [1, 2], [0, 0]]",615.694,124.0467,"[0, 0]","[8, 0]","[6, 2]","[8, 5]","[6, 10]","[4, 10]","[4, 9]","[4, 6]","[4, 4]","[5, 3]","[1, 2]","[0, 0]"
940,115,42.5,3,3774.341,3813.513,23.664,21.609,"[[0, 0], [9, 5], [3, 4], [4, 1], [0, 0]]","[[0, 0], [3, 4], [9, 5], [4, 1], [0, 0]]",39.172,1.3362,"[0, 0]","[9, 5]","[3, 4]","[4, 1]","[0, 0]",,,,,,,
941,195,67.5,8,12534.535,12534.535,28.553,28.553,"[[0, 0], [8, 3], [9, 4], [9, 7], [10, 8], [9, 8], [7, 7], [6, 5], [0, 2], [0, 0]]","[[0, 0], [8, 3], [9, 4], [9, 7], [10, 8], [9, 8], [7, 7], [6, 5], [0, 2], [0, 0]]",0.0,0.9264,"[0, 0]","[8, 3]","[9, 4]","[9, 7]","[10, 8]","[9, 8]","[7, 7]","[6, 5]","[0, 2]","[0, 0]",,
942,130,2.5,4,3221.608,3221.608,23.938,23.938,"[[0, 0], [0, 6], [3, 7], [8, 4], [2, 1], [0, 0]]","[[0, 0], [0, 6], [3, 7], [8, 4], [2, 1], [0, 0]]",0.0,0.027,"[0, 0]","[0, 6]","[3, 7]","[8, 4]","[2, 1]","[0, 0]",,,,,,
943,195,62.5,10,18088.782,20003.048,39.793,39.482,"[[0, 0], [1, 10], [4, 10], [6, 9], [10, 9], [9, 8], [9, 6], [7, 0], [4, 1], [4, 3], [2, 3], [0, 0]]","[[0, 0], [4, 1], [7, 0], [9, 6], [9, 8], [10, 9], [6, 9], [4, 10], [1, 10], [4, 3], [2, 3], [0, 0]]",1914.266,120.2529,"[0, 0]","[1, 10]","[4, 10]","[6, 9]","[10, 9]","[9, 8]","[9, 6]","[7, 0]","[4, 1]","[4, 3]","[2, 3]","[0, 0]"
944,70,55.0,7,5415.582,5415.582,26.674,26.674,"[[0, 0], [1, 6], [6, 7], [4, 3], [7, 1], [6, 0], [3, 0], [1, 0], [0, 0]]","[[0, 0], [1, 6], [6, 7], [4, 3], [7, 1], [6, 0], [3, 0], [1, 0], [0, 0]]",0.0,1.4872,"[0, 0]","[1, 6]","[6, 7]","[4, 3]","[7, 1]","[6, 0]","[3, 0]","[1, 0]","[0, 0]",,,
945,195,80.0,4,9312.554,9312.554,27.814,27.814,"[[0, 0], [8, 2], [7, 8], [2, 8], [1, 7], [0, 0]]","[[0, 0], [8, 2], [7, 8], [2, 8], [1, 7], [0, 0]]",0.0,0.004,"[0, 0]","[8, 2]","[7, 8]","[2, 8]","[1, 7]","[0, 0]",,,,,,
946,90,5.0,6,3364.075,3364.075,32.441,32.441,"[[0, 0], [9, 1], [10, 5], [7, 8], [6, 9], [3, 9], [0, 7], [0, 0]]","[[0, 0], [9, 1], [10, 5], [7, 8], [6, 9], [3, 9], [0, 7], [0, 0]]",-0.0,0.014,"[0, 0]","[9, 1]","[10, 5]","[7, 8]","[6, 9]","[3, 9]","[0, 7]","[0, 0]",,,,
947,40,70.0,3,3117.162,3297.148,27.69,27.591,"[[0, 0], [10, 9], [8, 9], [2, 1], [0, 0]]","[[0, 0], [8, 9], [10, 9], [2, 1], [0, 0]]",179.986,0.0,"[0, 0]","[10, 9]","[8, 9]","[2, 1]","[0, 0]",,,,,,,
948,50,92.5,8,11989.084,11989.084,32.515,32.515,"[[0, 0], [6, 3], [9, 6], [8, 9], [5, 8], [2, 9], [4, 6], [4, 5], [0, 3], [0, 0]]","[[0, 0], [6, 3], [9, 6], [8, 9], [5, 8], [2, 9], [4, 6], [4, 5], [0, 3], [0, 0]]",0.0,0.9166,"[0, 0]","[6, 3]","[9, 6]","[8, 9]","[5, 8]","[2, 9]","[4, 6]","[4, 5]","[0, 3]","[0, 0]",,
949,75,35.0,6,4660.235,5230.757,30.463,30.131,"[[0, 0], [10, 1], [7, 3], [6, 8], [4, 7], [5, 5], [2, 1], [0, 0]]","[[0, 0], [4, 7], [6, 8], [5, 5], [7, 3], [10, 1], [2, 1], [0, 0]]",570.521,0.0365,"[0, 0]","[10, 1]","[7, 3]","[6, 8]","[4, 7]","[5, 5]","[2, 1]","[0, 0]",,,,
950,170,72.5,4,5115.868,5678.865,21.933,21.775,"[[0, 0], [7, 8], [5, 4], [0, 1], [0, 0], [0, 0]]","[[0, 0], [5, 4], [7, 8], [0, 1], [0, 0], [0, 0]]",562.997,0.001,"[0, 0]","[7, 8]","[5, 4]","[0, 1]","[0, 0]","[0, 0]",,,,,,
951,110,37.5,8,7807.029,8534.305,34.102,32.939,"[[0, 0], [0, 6], [7, 10], [8, 9], [10, 7], [10, 3], [7, 2], [3, 0], [0, 1], [0, 0]]","[[0, 0], [0, 1], [0, 6], [7, 10], [8, 9], [10, 7], [10, 3], [7, 2], [3, 0], [0, 0]]",727.276,0.8991,"[0, 0]","[0, 6]","[7, 10]","[8, 9]","[10, 7]","[10, 3]","[7, 2]","[3, 0]","[0, 1]","[0, 0]",,
952,85,92.5,10,16167.179,18565.781,43.491,40.231,"[[0, 0], [10, 1], [0, 9], [2, 10], [6, 10], [5, 7], [4, 7], [4, 6], [4, 5], [3, 3], [3, 0], [0, 0]]","[[0, 0], [3, 0], [10, 1], [5, 7], [6, 10], [2, 10], [0, 9], [4, 7], [4, 6], [4, 5], [3, 3], [0, 0]]",2398.602,123.8266,"[0, 0]","[10, 1]","[0, 9]","[2, 10]","[6, 10]","[5, 7]","[4, 7]","[4, 6]","[4, 5]","[3, 3]","[3, 0]","[0, 0]"
953,45,42.5,3,2883.687,3244.469,32.158,31.715,"[[0, 0], [10, 10], [2, 9], [3, 5], [0, 0]]","[[0, 0], [2, 9], [10, 10], [3, 5], [0, 0]]",360.782,1.4598,"[0, 0]","[10, 10]","[2, 9]","[3, 5]","[0, 0]",,,,,,,
954,55,67.5,10,11329.825,12093.993,34.026,31.112,"[[0, 0], [9, 2], [10, 3], [9, 6], [9, 7], [5, 6], [4, 3], [2, 4], [0, 3], [2, 2], [3, 0], [0, 0]]","[[0, 0], [0, 3], [2, 4], [5, 6], [9, 7], [9, 6], [10, 3], [9, 2], [4, 3], [2, 2], [3, 0], [0, 0]]",764.168,122.117,"[0, 0]","[9, 2]","[10, 3]","[9, 6]","[9, 7]","[5, 6]","[4, 3]","[2, 4]","[0, 3]","[2, 2]","[3, 0]","[0, 0]"
